codigoParadero,latitud,longitud
PA248,-33.4365844,-70.6686297
PA249,-33.4367451,-70.6713359
PA25,-33.4544027,-70.6550822
PA250,-33.4368348,-70.6724411
PA251,-33.437121,-70.6765839
PA259,-33.4365367,-70.6425925
PA260,-33.4355227,-70.6455969
PA261,-33.4358423,-70.6484394
PA262,-33.4361319,-70.6511648
PA264,-33.4368039,-70.657367
PA265,-33.4347602,-70.6599807
PA271,-33.439744,-70.6649159
PA272,-33.4432031,-70.665228
PA273,-33.4466477,-70.6647293
PA274,-33.4501962,-70.6647968
PA275,-33.4539361,-70.6651262
PA276,-33.4562413,-70.6650814
PA277,-33.4577496,-70.6692539
PA278,-33.458345,-70.6733436
PA279,-33.4595702,-70.6747222
PA28,-33.4456943,-70.6568441
PA280,-33.4626311,-70.6739838
PA281,-33.4648997,-70.6734372
PA282,-33.4664924,-70.671926
PA283,-33.4680541,-70.6701503
PA284,-33.4703478,-70.6680243
PA285,-33.4725518,-70.6660232
PA286,-33.4745116,-70.6648955
PA287,-33.4732657,-70.6715221
PA288,-33.4708576,-70.6716039
PA289,-33.4585599,-70.672437
PA29,-33.4474861,-70.6536679
PA290,-33.4579102,-70.6685878
PA291,-33.4558902,-70.6667348
PA292,-33.4534921,-70.6673255
PA293,-33.4513064,-70.6676587
PA294,-33.4485656,-70.6681816
PA295,-33.4440715,-70.6677321
PA296,-33.4405631,-70.6682919
PA297,-33.4399959,-70.6652063
PA298,-33.4395454,-70.6611311
PA299,-33.4334581,-70.6574104
PA30,-33.4488169,-70.6568608
PA300,-33.4332204,-70.6540694
PA303,-33.4369773,-70.6589703
PA305,-33.4299966,-70.6665283
PA306,-33.4292948,-70.668589
PA307,-33.4301252,-70.6695369
PA308,-33.4327061,-70.6692634
PA309,-33.434803,-70.6690715
PA31,-33.4528706,-70.6560253
PA310,-33.4374945,-70.6688066
PA311,-33.4399178,-70.6686306
PA312,-33.4423914,-70.6681064
PA313,-33.4597966,-70.6650787
PA314,-33.4619582,-70.6650582
PA315,-33.4661442,-70.6650455
PA316,-33.4701487,-70.6650155
PA318,-33.4707822,-70.6634451
PA319,-33.4675148,-70.663453
PA32,-33.4542491,-70.6558598
PA320,-33.4636685,-70.6636325
PA321,-33.4587558,-70.6638528
PA322,-33.456963,-70.6647668
PA323,-33.4381654,-70.6684652
PA324,-33.435068,-70.6688108
PA325,-33.4323533,-70.6690655
PA326,-33.4294036,-70.6692773
PA327,-33.4283325,-70.6716029
PA329,-33.4318576,-70.6521085
PA33,-33.4577809,-70.6557196
PA331,-33.4413024,-70.6799833
PA332,-33.439137,-70.6570521
PA334,-33.4379923,-70.6459163
PA335,-33.4492862,-70.6722012
PA336,-33.4480694,-70.6677542
PA337,-33.4468952,-70.6620246
PA338,-33.4454616,-70.6559121
PA339,-33.4438295,-70.6496776
PA34,-33.4600501,-70.6555262
PA340,-33.4430801,-70.6465959
PA341,-33.4408347,-70.6412036
PA342,-33.4379683,-70.637012
PA343,-33.4372849,-70.6361603
PA344,-33.4428472,-70.6472217
PA345,-33.4433489,-70.6494979
PA346,-33.445304,-70.6582304
PA347,-33.4464883,-70.6633295
PA348,-33.4477423,-70.6681815
PA349,-33.448991,-70.6727259
PA35,-33.4530272,-70.6589898
PA350,-33.4443709,-70.6517458
PA352,-33.4345755,-70.6592471
PA353,-33.4341137,-70.6481037
PA354,-33.4329111,-70.6499999
PA355,-33.4373324,-70.6798501
PA357,-33.4514433,-70.6340675
PA358,-33.4499887,-70.6347918
PA359,-33.4462567,-70.6358156
PA36,-33.4548615,-70.658408
PA360,-33.4447181,-70.6366889
PA361,-33.4432291,-70.6375471
PA362,-33.4419869,-70.638615
PA365,-33.4447949,-70.6560565
PA366,-33.4458274,-70.6604399
PA367,-33.4502491,-70.6774792
PA368,-33.4506253,-70.6771236
PA369,-33.4483669,-70.6688912
PA37,-33.4561077,-70.6572806
PA370,-33.4471299,-70.663135
PA371,-33.442771,-70.6453193
PA372,-33.4383369,-70.6376403
PA373,-33.4377531,-70.6372975
PA374,-33.443082,-70.648281
PA375,-33.4438857,-70.6520829
PA376,-33.4449859,-70.6569272
PA377,-33.4462396,-70.662277
PA378,-33.4502262,-70.6789427
PA38,-33.4697705,-70.6567163
PA380,-33.4327237,-70.6507839
PA383,-33.4375163,-70.6358081
PA384,-33.4371808,-70.6357812
PA385,-33.442445,-70.6453996
PA387,-33.4328611,-70.6785815
PA388,-33.4325955,-70.6756932
PA39,-33.4729459,-70.6556646
PA390,-33.4321737,-70.6694121
PA391,-33.4321128,-70.6666106
PA392,-33.4321121,-70.6633448
PA393,-33.4368016,-70.6360901
PA395,-33.4364753,-70.6430733
PA396,-33.4327491,-70.6528161
PA397,-33.4313898,-70.6652077
PA4,-33.4466525,-70.6792497
PA40,-33.4369612,-70.6391206
PA405,-33.4322921,-70.6714548
PA409,-33.4340192,-70.6430127
PA41,-33.4392526,-70.6394316
PA410,-33.4349561,-70.6388917
PA411,-33.43573,-70.6356017
PA412,-33.4329167,-70.6683024
PA413,-33.4330619,-70.6708715
PA414,-33.4332588,-70.6737971
PA415,-33.4334814,-70.6771005
PA416,-33.4336793,-70.6802188
PA417,-33.4385696,-70.651482
PA418,-33.4429376,-70.6416132
PA419,-33.443234,-70.6382776
PA42,-33.4396494,-70.6400392
PA420,-33.4419818,-70.6341606
PA421,-33.4359264,-70.6493483
PA422,-33.436221,-70.6520211
PA423,-33.4365936,-70.6554467
PA424,-33.437343,-70.6623815
PA425,-33.4349342,-70.662722
PA426,-33.4326954,-70.6648252
PA427,-33.44153,-70.6788039
PA428,-33.4411699,-70.6756503
PA429,-33.4407945,-70.672488
PA43,-33.4405388,-70.6452336
PA430,-33.440382,-70.6686812
PA431,-33.4362969,-70.6654495
PA433,-33.457215,-70.6642172
PA434,-33.4569586,-70.6612075
PA435,-33.4606054,-70.6567884
PA436,-33.4600628,-70.6519145
PA438,-33.4589846,-70.6455129
PA439,-33.4585739,-70.6435919
PA440,-33.4577985,-70.6399559
PA442,-33.4564221,-70.6334474
PA443,-33.4560235,-70.6331212
PA444,-33.4567802,-70.6366757
PA445,-33.457361,-70.6393954
PA446,-33.458103,-70.6430709
PA447,-33.4586594,-70.6457852
PA448,-33.4593336,-70.6489019
PA449,-33.4597015,-70.6514013
PA450,-33.4603682,-70.6568286
PA451,-33.456647,-70.6613339
PA452,-33.4568948,-70.6638379
PA453,-33.457557,-70.6681715
PA455,-33.4491767,-70.6704336
PA456,-33.4524686,-70.6696867
PA457,-33.4547369,-70.6691957
PA458,-33.4569003,-70.6686732
PA459,-33.4567218,-70.6621455
PA46,-33.4344668,-70.6455683
PA460,-33.4385008,-70.6621837
PA462,-33.439108,-70.668317
PA463,-33.4398233,-70.6755977
PA465,-33.4604949,-70.6556995
PA466,-33.4536655,-70.654119
PA467,-33.4504374,-70.6545645
PA468,-33.448157,-70.6549263
PA469,-33.4564901,-70.6594313
PA47,-33.4335277,-70.6474948
PA470,-33.4558018,-70.6610368
PA471,-33.4523739,-70.6616201
PA472,-33.449897,-70.6619232
PA474,-33.447079,-70.674945
PA476,-33.4325508,-70.6489131
PA478,-33.4555956,-70.6506834
PA479,-33.455134,-70.647295
PA48,-33.4322761,-70.6531916
PA480,-33.4544991,-70.6439103
PA481,-33.4539098,-70.6405981
PA482,-33.453546,-70.637786
PA483,-33.452826,-70.634246
PA487,-33.4494135,-70.6299627
PA488,-33.451996,-70.637874
PA489,-33.452596,-70.64049
PA49,-33.4342947,-70.6588375
PA490,-33.4532191,-70.6437689
PA491,-33.4536451,-70.6464022
PA492,-33.4540108,-70.6499738
PA493,-33.454325,-70.6523
PA494,-33.4533534,-70.6567867
PA495,-33.4719737,-70.6454709
PA496,-33.4717553,-70.6422866
PA497,-33.471681,-70.6394919
PA498,-33.4714644,-70.6371333
PA499,-33.4712624,-70.6334574
PA5,-33.4428973,-70.6796228
PA50,-33.4356696,-70.6586044
PA500,-33.468445,-70.633005
PA501,-33.4678557,-70.6305377
PA502,-33.4674942,-70.6268622
PA503,-33.467582,-70.630471
PA504,-33.470435,-70.62968
PA505,-33.472124,-70.632635
PA506,-33.472363,-70.635335
PA507,-33.4726555,-70.6391684
PA508,-33.4728489,-70.6418647
PA509,-33.4732243,-70.6481746
PA51,-33.4386067,-70.6582594
PA510,-33.460012,-70.6399987
PA511,-33.4625367,-70.6393245
PA513,-33.4633751,-70.6456428
PA514,-33.464713,-70.6470729
PA515,-33.467091,-70.646971
PA516,-33.4693267,-70.646899
PA517,-33.4718336,-70.6467529
PA52,-33.4421472,-70.6577967
PA527,-33.4583015,-70.642319
PA53,-33.444771,-70.6574899
PA532,-33.4700747,-70.6595101
PA534,-33.4735454,-70.6670534
PA535,-33.473076,-70.66951
PA536,-33.474269,-70.670445
PA537,-33.4706189,-70.6682352
PA538,-33.4705376,-70.6640569
PA539,-33.470299,-70.6600907
PA54,-33.4529782,-70.6546055
PA542,-33.4451653,-70.6400861
PA543,-33.4442991,-70.6370925
PA547,-33.4405672,-70.6797772
PA55,-33.4541985,-70.6526068
PA551,-33.4496185,-70.6751104
PA552,-33.4462291,-70.6762389
PA556,-33.4444959,-70.6753366
PA558,-33.449258,-70.674454
PA56,-33.4581776,-70.6520203
PA562,-33.4482436,-70.6759349
PA563,-33.4437668,-70.676293
PA569,-33.463606,-70.639051
PA57,-33.4594759,-70.6518107
PA570,-33.4660739,-70.6384125
PA571,-33.4683901,-70.6377861
PA572,-33.472383,-70.6367849
PA573,-33.4783253,-70.6790399
PA574,-33.4783548,-70.6763217
PA58,-33.4636926,-70.6511584
PA585,-33.4443957,-70.6366757
PA587,-33.4369239,-70.6457328
PA589,-33.4663176,-70.6731195
PA590,-33.46822,-70.673056
PA591,-33.4560948,-70.67551
PA592,-33.4582868,-70.6749851
PA593,-33.4729083,-70.6595421
PA594,-33.4733708,-70.6630806
PA595,-33.4733731,-70.6511117
PA596,-33.4735555,-70.6540838
PA597,-33.454547,-70.677562
PA598,-33.4445487,-70.652301
PA599,-33.4426354,-70.679841
PA6,-33.441738,-70.6797311
PA60,-33.469676,-70.6502121
PA600,-33.4348265,-70.6652162
PA601,-33.4344456,-70.6561634
PA602,-33.4304485,-70.6766211
PA603,-33.4323543,-70.6763569
PA605,-33.4696747,-70.6470527
PA606,-33.4700243,-70.650381
PA608,-33.4653394,-70.6284693
PA609,-33.4622482,-70.629348
PA61,-33.4731157,-70.6496954
PA610,-33.460314,-70.629848
PA611,-33.458149,-70.630478
PA612,-33.456084,-70.631074
PA613,-33.453693,-70.6317389
PA614,-33.4678579,-70.6277266
PA615,-33.452384,-70.633008
PA617,-33.461212,-70.632152
PA618,-33.462407,-70.631847
PA619,-33.4652559,-70.6309869
PA62,-33.4752874,-70.6484417
PA620,-33.457851,-70.633055
PA621,-33.433903,-70.672777
PA622,-33.433732,-70.669866
PA627,-33.4555952,-70.6524029
PA628,-33.47231,-70.6497752
PA629,-33.4559993,-70.6334579
PA63,-33.4758791,-70.648161
PA630,-33.4624807,-70.6553047
PA633,-33.4701253,-70.6546804
PA634,-33.4734247,-70.6543621
PA635,-33.4764488,-70.6541418
PA637,-33.471458,-70.628885
PA638,-33.4707007,-70.6296433
PA639,-33.47032,-70.627309
PA64,-33.4730179,-70.6482923
PA640,-33.444132,-70.687733
PA641,-33.444332,-70.691572
PA642,-33.444005,-70.6838468
PA643,-33.4421447,-70.675565
PA65,-33.4699937,-70.6484594
PA652,-33.4453829,-70.6608992
PA654,-33.4463461,-70.6471304
PA655,-33.4521027,-70.672351
PA657,-33.449652,-70.6735844
PA658,-33.4597594,-70.6494629
PA659,-33.4783979,-70.6729708
PA66,-33.46635,-70.6486819
PA660,-33.4757681,-70.6701833
PA661,-33.4755572,-70.6679256
PA662,-33.4603623,-70.6533102
PA663,-33.4483851,-70.6471021
PA664,-33.470447,-70.673027
PA665,-33.4449523,-70.6554615
PA666,-33.4572631,-70.6374858
PA668,-33.4464648,-70.6601798
PA67,-33.4627324,-70.6488777
PA671,-33.4701568,-70.6574795
PA672,-33.4703958,-70.6595454
PA673,-33.4737824,-70.6651112
PA675,-33.4475282,-70.6599712
PA676,-33.4515807,-70.6311872
PA677,-33.4765944,-70.6717492
PA679,-33.4449807,-70.6601673
PA68,-33.4598828,-70.6490384
PA680,-33.4735266,-70.6599706
PA681,-33.4747536,-70.6729562
PA682,-33.472691,-70.672962
PA683,-33.451282,-70.674056
PA684,-33.4706554,-70.6705447
PA685,-33.4513792,-70.6345699
PA686,-33.4484814,-70.6351847
PA687,-33.4501193,-70.6348832
PA688,-33.4470231,-70.6357053
PA689,-33.4394499,-70.6723917
PA69,-33.4558847,-70.6497
PA690,-33.4740771,-70.6678377
PA691,-33.4758397,-70.6693117
PA692,-33.4405943,-70.6413588
PA693,-33.4706299,-70.6597536
PA694,-33.4660945,-70.6507916
PA695,-33.4648461,-70.6720588
PA698,-33.4362254,-70.6392283
PA7,-33.4398851,-70.6798473
PA70,-33.4534819,-70.6500529
PA704,-33.4688203,-70.678882
PA705,-33.4286196,-70.6717087
PA707,-33.4433588,-70.6773444
PA71,-33.4513331,-70.6503948
PA712,-33.4734406,-70.6645874
PA718,-33.4381919,-70.656795
PA719,-33.4346231,-70.6572848
PA72,-33.4506967,-70.6504787
PA720,-33.4455176,-70.6553201
PA763,-33.4388649,-70.6482971
PA774,-33.4367189,-70.6585118
PA78,-33.4391309,-70.6602127
PA8,-33.43876,-70.679977
PA80,-33.4517406,-70.6585355
PA81,-33.4469201,-70.6603587
PA816,-33.4409643,-70.6396801
PA82,-33.4419442,-70.65971
PA824,-33.4763681,-70.6494628
PA825,-33.476196,-70.649501
PA826,-33.4760617,-70.6495371
PA827,-33.4764056,-70.6497107
PA828,-33.4761954,-70.6497535
PA829,-33.4759975,-70.649764
PA830,-33.4754421,-70.6493417
PA839,-33.4748177,-70.672717
PA84,-33.4322939,-70.6530729
PA86,-33.4454669,-70.6574339
PA87,-33.4330066,-70.6523743
PA88,-33.4334951,-70.6489498
PA89,-33.4350888,-70.648912
PA9,-33.4697601,-70.6715877
PA91,-33.4419755,-70.6479242
PA92,-33.4452122,-70.6471314
PA93,-33.4506587,-70.6469635
PA94,-33.4534,-70.6466022
PA95,-33.4580205,-70.6455888
PA96,-33.4606259,-70.6451049
PA97,-33.4642156,-70.6446593
PA98,-33.469019,-70.6440736
PA99,-33.4722345,-70.6438919
PB1,-33.4045853,-70.6231161
PB10,-33.395502,-70.6507922
PB100,-33.4100944,-70.7463556
PB1000,-33.3663451,-70.6906903
PB1004,-33.3330341,-70.7112475
PB1005,-33.3315174,-70.706416
PB1006,-33.3295425,-70.701133
PB1008,-33.3237053,-70.7111197
PB1009,-33.3230143,-70.70894
PB101,-33.388287,-70.615935
PB1010,-33.3264934,-70.705564
PB1011,-33.3280115,-70.7030331
PB1012,-33.3295575,-70.701518
PB1013,-33.3311344,-70.705935
PB1014,-33.3326083,-70.7106003
PB1019,-33.3526075,-70.7205963
PB102,-33.3909655,-70.6195006
PB1020,-33.3515111,-70.7205334
PB1021,-33.3513672,-70.7173469
PB1022,-33.3523774,-70.7161196
PB1023,-33.3533628,-70.71526
PB1024,-33.3554871,-70.7149298
PB1025,-33.3549721,-70.7183369
PB1026,-33.3545735,-70.7205441
PB1027,-33.350836,-70.728838
PB1028,-33.3502469,-70.731868
PB1029,-33.349299,-70.7335133
PB103,-33.3925388,-70.6198055
PB1030,-33.3486788,-70.73773
PB1031,-33.3487659,-70.7398517
PB1032,-33.3644665,-70.752688
PB1033,-33.3686383,-70.7107295
PB1034,-33.367859,-70.7062936
PB1035,-33.3693374,-70.6709153
PB1036,-33.365281,-70.6704148
PB1037,-33.361639,-70.670435
PB1038,-33.3580858,-70.6704524
PB1039,-33.355838,-70.670452
PB104,-33.3939186,-70.6210383
PB1040,-33.353829,-70.670441
PB1041,-33.3468187,-70.670369
PB1043,-33.347394,-70.670722
PB1044,-33.3492484,-70.67075
PB1045,-33.351009,-70.670738
PB1046,-33.3529539,-70.674444
PB1047,-33.3526449,-70.677695
PB1049,-33.3530469,-70.674762
PB105,-33.3950148,-70.6262996
PB1050,-33.352795,-70.671039
PB1051,-33.349608,-70.670371
PB1052,-33.3550943,-70.6706758
PB1054,-33.362821,-70.670633
PB1055,-33.3650899,-70.6706402
PB1056,-33.3677832,-70.7063234
PB1057,-33.3684203,-70.710297
PB1058,-33.3689492,-70.7134449
PB1059,-33.3655707,-70.744768
PB106,-33.3965015,-70.6266461
PB1060,-33.397598,-70.7522993
PB1061,-33.3991504,-70.747421
PB1062,-33.4006697,-70.7429967
PB1063,-33.39972,-70.7393278
PB1064,-33.4006222,-70.7363061
PB1065,-33.4012575,-70.7330635
PB1066,-33.401126,-70.730085
PB1067,-33.398959,-70.728342
PB1068,-33.396367,-70.725557
PB1069,-33.3962062,-70.723336
PB107,-33.3985464,-70.6280936
PB1070,-33.3974531,-70.722684
PB1071,-33.3998181,-70.721787
PB1072,-33.4012851,-70.721237
PB1073,-33.4067496,-70.691851
PB1074,-33.4046687,-70.691534
PB1075,-33.4019195,-70.6913564
PB1076,-33.3982486,-70.693097
PB1079,-33.3919533,-70.6946879
PB1080,-33.3906146,-70.695086
PB1081,-33.3884169,-70.6957027
PB1083,-33.3859896,-70.6977358
PB1084,-33.3893267,-70.6993416
PB1085,-33.3928884,-70.7010759
PB1086,-33.3962805,-70.700445
PB1087,-33.3987198,-70.7021808
PB1088,-33.4005718,-70.7027353
PB109,-33.3987627,-70.6281186
PB1091,-33.3995751,-70.721782
PB1092,-33.3973101,-70.722669
PB1093,-33.3965461,-70.722958
PB1094,-33.3962265,-70.7252221
PB1095,-33.397054,-70.726858
PB1096,-33.3993576,-70.7288399
PB1097,-33.400904,-70.730175
PB1098,-33.4012907,-70.7328759
PB1099,-33.4004632,-70.7357429
PB11,-33.395295,-70.6528299
PB110,-33.3970752,-70.6269261
PB1100,-33.3996086,-70.7392429
PB1101,-33.4005022,-70.7428112
PB1102,-33.3997335,-70.7462466
PB1103,-33.3974853,-70.7521169
PB1105,-33.3944742,-70.768665
PB1106,-33.3570707,-70.691371
PB1107,-33.359763,-70.6904534
PB1108,-33.3639095,-70.6746472
PB1109,-33.372637,-70.671104
PB111,-33.395229,-70.6255705
PB1110,-33.374361,-70.6713789
PB1112,-33.378639,-70.67206
PB1113,-33.380002,-70.672991
PB1114,-33.382187,-70.67247
PB1115,-33.384,-70.672047
PB1116,-33.386515,-70.671422
PB1117,-33.388989,-70.670792
PB1118,-33.39091,-70.670314
PB1119,-33.3939599,-70.6679429
PB1120,-33.3954111,-70.66738
PB1121,-33.3968855,-70.6669963
PB1122,-33.3993161,-70.6724013
PB1123,-33.401276,-70.671509
PB1124,-33.4035504,-70.669816
PB1125,-33.4231353,-70.6546019
PB1126,-33.4233794,-70.6513912
PB1127,-33.4240084,-70.649033
PB1128,-33.4250004,-70.646301
PB1129,-33.404185,-70.669245
PB113,-33.3934585,-70.6193714
PB1130,-33.40092,-70.671532
PB1132,-33.390881,-70.670239
PB1133,-33.388963,-70.670703
PB1134,-33.386681,-70.671285
PB1135,-33.384286,-70.67188
PB1136,-33.3824239,-70.67233
PB1137,-33.3768741,-70.6717059
PB1138,-33.374558,-70.671342
PB1139,-33.372452,-70.671013
PB114,-33.3934617,-70.6151298
PB1142,-33.4014967,-70.6347301
PB1143,-33.4012886,-70.6381229
PB1144,-33.4009115,-70.642512
PB1146,-33.3987434,-70.649036
PB1147,-33.3968563,-70.651438
PB1148,-33.3958349,-70.6526907
PB1149,-33.3936873,-70.655434
PB115,-33.3897564,-70.6135943
PB1150,-33.3921525,-70.6568787
PB1151,-33.3904738,-70.6585259
PB1152,-33.3896092,-70.6602459
PB1153,-33.3883432,-70.661908
PB1154,-33.3866831,-70.663891
PB1155,-33.3839791,-70.665076
PB1157,-33.3828751,-70.667995
PB1158,-33.381307,-70.669794
PB1159,-33.379209,-70.672224
PB116,-33.3939794,-70.6245094
PB1160,-33.3676497,-70.687404
PB1161,-33.3684438,-70.6846061
PB1162,-33.3686164,-70.6819809
PB1163,-33.3695728,-70.680094
PB1164,-33.3713958,-70.680814
PB1165,-33.3734711,-70.6818043
PB1167,-33.3811411,-70.6701296
PB1168,-33.3832021,-70.6677961
PB1169,-33.3860966,-70.66476
PB117,-33.3922129,-70.6277132
PB1170,-33.3869781,-70.663889
PB1171,-33.3882671,-70.66226
PB1172,-33.3895272,-70.660663
PB1173,-33.3904942,-70.658683
PB1174,-33.3915252,-70.657675
PB1175,-33.3923942,-70.656842
PB1176,-33.3937713,-70.65549
PB1177,-33.3947133,-70.6544488
PB1178,-33.3970773,-70.651397
PB1179,-33.3981863,-70.649975
PB118,-33.3889153,-70.6322994
PB1180,-33.4003402,-70.6472005
PB1181,-33.4009725,-70.643128
PB1182,-33.4013705,-70.638497
PB1183,-33.4015996,-70.6350985
PB1184,-33.4014956,-70.631119
PB1186,-33.3849633,-70.649879
PB1187,-33.3844376,-70.652075
PB1188,-33.3842532,-70.65709
PB1189,-33.3808289,-70.6788565
PB119,-33.3855354,-70.6369587
PB1190,-33.3776591,-70.6788607
PB1191,-33.3764928,-70.682332
PB1192,-33.3732619,-70.6846728
PB1193,-33.3565854,-70.6914455
PB1194,-33.3532716,-70.69215
PB1195,-33.3411052,-70.694873
PB1196,-33.3385712,-70.6950944
PB1197,-33.3355339,-70.6966201
PB1198,-33.3351702,-70.718539
PB1199,-33.3355534,-70.7207157
PB120,-33.3834245,-70.6397246
PB1200,-33.3326561,-70.722053
PB1201,-33.3282331,-70.723968
PB1202,-33.328496,-70.72652
PB1203,-33.3334092,-70.7272351
PB1204,-33.3372081,-70.7259838
PB1206,-33.360005,-70.7295266
PB1207,-33.36151,-70.729703
PB1208,-33.360363,-70.72929
PB1209,-33.3486246,-70.7287293
PB121,-33.3809606,-70.6440637
PB1211,-33.334154,-70.727121
PB1212,-33.3282461,-70.725086
PB1213,-33.3320042,-70.7225249
PB1214,-33.3356606,-70.7208269
PB1215,-33.3353062,-70.718525
PB1216,-33.3349486,-70.696992
PB1217,-33.3386674,-70.6951699
PB1218,-33.3408811,-70.6948088
PB1219,-33.3533826,-70.692196
PB122,-33.3794135,-70.6479647
PB1220,-33.3694217,-70.686632
PB1221,-33.3712176,-70.6859262
PB1222,-33.372804,-70.6850178
PB1223,-33.3863738,-70.6608099
PB1224,-33.3774999,-70.679103
PB1225,-33.3805355,-70.6789306
PB1226,-33.3841779,-70.678918
PB1227,-33.3871273,-70.650411
PB1228,-33.3809756,-70.6489519
PB1229,-33.3798664,-70.649274
PB123,-33.3781518,-70.651216
PB1230,-33.3781427,-70.653895
PB1231,-33.3770865,-70.656724
PB1232,-33.3761623,-70.6591761
